-1.000000e+00 -1.178095e+00 9.976445e-01
-9.979980e-01 -1.176804e+00 9.952915e-01
-9.959960e-01 -1.175515e+00 9.929411e-01
-9.939940e-01 -1.174227e+00 9.905933e-01
-9.919920e-01 -1.172942e+00 9.882481e-01
-9.899900e-01 -1.171658e+00 9.859054e-01
-9.879880e-01 -1.170376e+00 9.835653e-01
-9.859860e-01 -1.169096e+00 9.812277e-01
-9.839840e-01 -1.167818e+00 9.788927e-01
-9.819820e-01 -1.166542e+00 9.765603e-01
-9.799800e-01 -1.165268e+00 9.742304e-01
-9.779780e-01 -1.163996e+00 9.719030e-01
-9.759760e-01 -1.162726e+00 9.695782e-01
-9.739740e-01 -1.161458e+00 9.672559e-01
-9.719720e-01 -1.160192e+00 9.649361e-01
-9.699700e-01 -1.158927e+00 9.626189e-01
-9.679680e-01 -1.157665e+00 9.603042e-01
-9.659660e-01 -1.156405e+00 9.579920e-01
-9.639640e-01 -1.155147e+00 9.556824e-01
-9.619620e-01 -1.153890e+00 9.533752e-01
-9.599600e-01 -1.152636e+00 9.510706e-01
-9.579580e-01 -1.151384e+00 9.487684e-01
-9.559560e-01 -1.150134e+00 9.464688e-01
-9.539540e-01 -1.148886e+00 9.441716e-01
-9.519520e-01 -1.147640e+00 9.418770e-01
-9.499499e-01 -1.146397e+00 9.395848e-01
-9.479479e-01 -1.145155e+00 9.372951e-01
-9.459459e-01 -1.143915e+00 9.350079e-01
-9.439439e-01 -1.142678e+00 9.327232e-01
-9.419419e-01 -1.141443e+00 9.304409e-01
-9.399399e-01 -1.140210e+00 9.281611e-01
-9.379379e-01 -1.138979e+00 9.258837e-01
-9.359359e-01 -1.137750e+00 9.236089e-01
-9.339339e-01 -1.136523e+00 9.213364e-01
-9.319319e-01 -1.135299e+00 9.190664e-01
-9.299299e-01 -1.134077e+00 9.167989e-01
-9.279279e-01 -1.132857e+00 9.145338e-01
-9.259259e-01 -1.131639e+00 9.122711e-01
-9.239239e-01 -1.130424e+00 9.100109e-01
-9.219219e-01 -1.129211e+00 9.077531e-01
-9.199199e-01 -1.128000e+00 9.054977e-01
-9.179179e-01 -1.126791e+00 9.032447e-01
-9.159159e-01 -1.125585e+00 9.009941e-01
-9.139139e-01 -1.124381e+00 8.987460e-01
-9.119119e-01 -1.123179e+00 8.965002e-01
-9.099099e-01 -1.121980e+00 8.942568e-01
-9.079079e-01 -1.120783e+00 8.920159e-01
-9.059059e-01 -1.119588e+00 8.897773e-01
-9.039039e-01 -1.118396e+00 8.875411e-01
-9.019019e-01 -1.117206e+00 8.853073e-01
-8.998999e-01 -1.116019e+00 8.830758e-01
-8.978979e-01 -1.114834e+00 8.808467e-01
-8.958959e-01 -1.113651e+00 8.786200e-01
-8.938939e-01 -1.112471e+00 8.763957e-01
-8.918919e-01 -1.111293e+00 8.741737e-01
-8.898899e-01 -1.110118e+00 8.719540e-01
-8.878879e-01 -1.108945e+00 8.697367e-01
-8.858859e-01 -1.107775e+00 8.675218e-01
-8.838839e-01 -1.106607e+00 8.653091e-01
-8.818819e-01 -1.105442e+00 8.630988e-01
-8.798799e-01 -1.104280e+00 8.608908e-01
-8.778779e-01 -1.103120e+00 8.586852e-01
-8.758759e-01 -1.101962e+00 8.564818e-01
-8.738739e-01 -1.100807e+00 8.542808e-01
-8.718719e-01 -1.099655e+00 8.520821e-01
-8.698699e-01 -1.098505e+00 8.498856e-01
-8.678679e-01 -1.097358e+00 8.476915e-01
-8.658659e-01 -1.096213e+00 8.454996e-01
-8.638639e-01 -1.095072e+00 8.433101e-01
-8.618619e-01 -1.093932e+00 8.411228e-01
-8.598599e-01 -1.092796e+00 8.389377e-01
-8.578579e-01 -1.091662e+00 8.367550e-01
-8.558559e-01 -1.090531e+00 8.345745e-01
-8.538539e-01 -1.089403e+00 8.323962e-01
-8.518519e-01 -1.088277e+00 8.302202e-01
-8.498498e-01 -1.087155e+00 8.280465e-01
-8.478478e-01 -1.086035e+00 8.258750e-01
-8.458458e-01 -1.084918e+00 8.237057e-01
-8.438438e-01 -1.083803e+00 8.215386e-01
-8.418418e-01 -1.082692e+00 8.193738e-01
-8.398398e-01 -1.081583e+00 8.172112e-01
-8.378378e-01 -1.080477e+00 8.150508e-01
-8.358358e-01 -1.079374e+00 8.128926e-01
-8.338338e-01 -1.078274e+00 8.107366e-01
-8.318318e-01 -1.077177e+00 8.085828e-01
-8.298298e-01 -1.076083e+00 8.064312e-01
-8.278278e-01 -1.074992e+00 8.042817e-01
-8.258258e-01 -1.073903e+00 8.021345e-01
-8.238238e-01 -1.072818e+00 7.999894e-01
-8.218218e-01 -1.071736e+00 7.978464e-01
-8.198198e-01 -1.070656e+00 7.957057e-01
-8.178178e-01 -1.069580e+00 7.935670e-01
-8.158158e-01 -1.068507e+00 7.914306e-01
-8.138138e-01 -1.067437e+00 7.892962e-01
-8.118118e-01 -1.066370e+00 7.871640e-01
-8.098098e-01 -1.065306e+00 7.850339e-01
-8.078078e-01 -1.064245e+00 7.829060e-01
-8.058058e-01 -1.063187e+00 7.807801e-01
-8.038038e-01 -1.062133e+00 7.786564e-01
-8.018018e-01 -1.061081e+00 7.765348e-01
-7.997998e-01 -1.060033e+00 7.744152e-01
-7.977978e-01 -1.058988e+00 7.722978e-01
-7.957958e-01 -1.057947e+00 7.701824e-01
-7.937938e-01 -1.056908e+00 7.680691e-01
-7.917918e-01 -1.055873e+00 7.659578e-01
-7.897898e-01 -1.054841e+00 7.638487e-01
-7.877878e-01 -1.053813e+00 7.617416e-01
-7.857858e-01 -1.052787e+00 7.596365e-01
-7.837838e-01 -1.051766e+00 7.575335e-01
-7.817818e-01 -1.050747e+00 7.554325e-01
-7.797798e-01 -1.049732e+00 7.533335e-01
-7.777778e-01 -1.048720e+00 7.512366e-01
-7.757758e-01 -1.047712e+00 7.491417e-01
-7.737738e-01 -1.046707e+00 7.470488e-01
-7.717718e-01 -1.045706e+00 7.449578e-01
-7.697698e-01 -1.044708e+00 7.428689e-01
-7.677678e-01 -1.043714e+00 7.407820e-01
-7.657658e-01 -1.042723e+00 7.386970e-01
-7.637638e-01 -1.041736e+00 7.366141e-01
