-1.000000e+00 8.304745e-02 9.092974e-02
-9.979980e-01 8.231829e-02 9.109564e-02
-9.959960e-01 8.158781e-02 9.126007e-02
-9.939940e-01 8.085602e-02 9.142305e-02
-9.919920e-01 8.012293e-02 9.158455e-02
-9.899900e-01 7.938856e-02 9.174459e-02
-9.879880e-01 7.865292e-02 9.190316e-02
-9.859860e-01 7.791601e-02 9.206025e-02
-9.839840e-01 7.717786e-02 9.221587e-02
-9.819820e-01 7.643846e-02 9.237001e-02
-9.799800e-01 7.569785e-02 9.252267e-02
-9.779780e-01 7.495602e-02 9.267385e-02
-9.759760e-01 7.421299e-02 9.282354e-02
-9.739740e-01 7.346876e-02 9.297174e-02
-9.719720e-01 7.272336e-02 9.311845e-02
-9.699700e-01 7.197680e-02 9.326367e-02
-9.679680e-01 7.122908e-02 9.340739e-02
-9.659660e-01 7.048022e-02 9.354962e-02
-9.639640e-01 6.973023e-02 9.369034e-02
-9.619620e-01 6.897912e-02 9.382957e-02
-9.599600e-01 6.822690e-02 9.396729e-02
-9.579580e-01 6.747359e-02 9.410350e-02
-9.559560e-01 6.671920e-02 9.423820e-02
-9.539540e-01 6.596374e-02 9.437140e-02
-9.519520e-01 6.520722e-02 9.450308e-02
-9.499499e-01 6.444966e-02 9.463324e-02
-9.479479e-01 6.369106e-02 9.476189e-02
-9.459459e-01 6.293144e-02 9.488902e-02
-9.439439e-01 6.217082e-02 9.501463e-02
-9.419419e-01 6.140919e-02 9.513871e-02
-9.399399e-01 6.064659e-02 9.526127e-02
-9.379379e-01 5.988301e-02 9.538231e-02
-9.359359e-01 5.911847e-02 9.550181e-02
-9.339339e-01 5.835298e-02 9.561978e-02
-9.319319e-01 5.758655e-02 9.573622e-02
-9.299299e-01 5.681921e-02 9.585112e-02
-9.279279e-01 5.605095e-02 9.596449e-02
-9.259259e-01 5.528179e-02 9.607632e-02
-9.239239e-01 5.451175e-02 9.618661e-02
-9.219219e-01 5.374083e-02 9.629536e-02
-9.199199e-01 5.296906e-02 9.640256e-02
-9.179179e-01 5.219643e-02 9.650822e-02
-9.159159e-01 5.142296e-02 9.661233e-02
-9.139139e-01 5.064868e-02 9.671489e-02
-9.119119e-01 4.987357e-02 9.681590e-02
-9.099099e-01 4.909767e-02 9.691536e-02
-9.079079e-01 4.832099e-02 9.701326e-02
-9.059059e-01 4.754353e-02 9.710961e-02
-9.039039e-01 4.676530e-02 9.720440e-02
-9.019019e-01 4.598633e-02 9.729764e-02
-8.998999e-01 4.520662e-02 9.738931e-02
-8.978979e-01 4.442618e-02 9.747942e-02
-8.958959e-01 4.364503e-02 9.756797e-02
-8.938939e-01 4.286318e-02 9.765496e-02
-8.918919e-01 4.208065e-02 9.774038e-02
-8.898899e-01 4.129744e-02 9.782423e-02
-8.878879e-01 4.051357e-02 9.790652e-02
-8.858859e-01 3.972905e-02 9.798723e-02
-8.838839e-01 3.894389e-02 9.806638e-02
-8.818819e-01 3.815811e-02 9.814395e-02
-8.798799e-01 3.737171e-02 9.821995e-02
-8.778779e-01 3.658472e-02 9.829437e-02
-8.758759e-01 3.579714e-02 9.836722e-02
-8.738739e-01 3.500898e-02 9.843849e-02
-8.718719e-01 3.422027e-02 9.850818e-02
-8.698699e-01 3.343100e-02 9.857630e-02
-8.678679e-01 3.264121e-02 9.864283e-02
-8.658659e-01 3.185088e-02 9.870778e-02
